rodada,data,mandante,visitante,vencedor,mandante_gols,visitante_gols
21,2014-09-14,Bahia,Figueirense,Bahia,3,0
21,2014-09-14,Flamengo,Corinthians,Flamengo,1,0
21,2014-09-14,Internacional,Botafogo-RJ,Internacional,2,0
21,2014-09-14,Sao Paulo,Cruzeiro,Sao Paulo,2,0
21,2014-09-14,Athletico-PR,Vitoria,Athletico-PR,2,0
21,2014-09-14,Atletico-MG,Gremio,-,0,0
21,2014-09-14,Criciuma,Goias,Criciuma,1,0
22,2014-09-17,Vitoria,Fluminense,Vitoria,3,1
22,2014-09-17,Cruzeiro,Athletico-PR,Cruzeiro,2,0
22,2014-09-17,Sport,Internacional,-,0,0
22,2014-09-17,Figueirense,Criciuma,-,1,1
22,2014-09-17,Botafogo-RJ,Bahia,Bahia,2,3
22,2014-09-17,Coritiba,Sao Paulo,Coritiba,3,1
22,2014-09-17,Palmeiras,Flamengo,-,2,2
22,2014-09-18,Corinthians,Chapecoense,-,1,1
22,2014-09-18,Goias,Atletico-MG,Atletico-MG,2,3
22,2014-09-18,Gremio,Santos,-,0,0
23,2014-09-20,Athletico-PR,Internacional,Internacional,0,1
23,2014-09-20,Criciuma,Botafogo-RJ,-,1,1
23,2014-09-21,Cruzeiro,Atletico-MG,Atletico-MG,2,3
23,2014-09-21,Vitoria,Bahia,Vitoria,2,1
23,2014-09-21,Flamengo,Fluminense,-,1,1
23,2014-09-21,Corinthians,Sao Paulo,Corinthians,3,2
23,2014-09-21,Sport,Coritiba,Sport,1,0
23,2014-09-21,Goias,Palmeiras,Goias,6,0
23,2014-09-21,Gremio,Chapecoense,Gremio,1,0
23,2014-09-21,Santos,Figueirense,Santos,3,1
24,2014-09-24,Internacional,Criciuma,Internacional,3,0
24,2014-09-24,Coritiba,Cruzeiro,Cruzeiro,1,2
24,2014-09-24,Chapecoense,Athletico-PR,Chapecoense,3,0
24,2014-09-24,Bahia,Sport,Bahia,1,0
24,2014-09-24,Figueirense,Corinthians,Figueirense,1,0
24,2014-09-24,Fluminense,Gremio,-,0,0
24,2014-09-24,Sao Paulo,Flamengo,-,2,2
24,2014-09-25,Botafogo-RJ,Goias,Botafogo-RJ,1,0
24,2014-09-25,Palmeiras,Vitoria,Palmeiras,2,0
24,2014-09-25,Atletico-MG,Santos,Atletico-MG,3,2
25,2014-09-27,Sport,Cruzeiro,-,0,0
25,2014-09-27,Chapecoense,Criciuma,-,1,1
25,2014-09-27,Sao Paulo,Fluminense,Fluminense,1,3
25,2014-09-28,Botafogo-RJ,Gremio,Gremio,0,2
25,2014-09-28,Bahia,Flamengo,Bahia,2,1
25,2014-09-28,Athletico-PR,Corinthians,Athletico-PR,1,0
25,2014-09-28,Atletico-MG,Vitoria,Atletico-MG,2,0
25,2014-09-28,Santos,Goias,Santos,2,0
25,2014-09-28,Figueirense,Palmeiras,Figueirense,3,1
25,2014-09-28,Internacional,Coritiba,Internacional,4,2
26,2014-10-02,Palmeiras,Chapecoense,Palmeiras,4,2
26,2014-10-04,Flamengo,Santos,Santos,0,1
26,2014-10-04,Vitoria,Botafogo-RJ,Vitoria,2,1
26,2014-10-04,Fluminense,Bahia,-,1,1
26,2014-10-04,Gremio,Sao Paulo,Sao Paulo,0,1
26,2014-10-04,Coritiba,Athletico-PR,Coritiba,1,0
26,2014-10-04,Criciuma,Atletico-MG,Criciuma,3,1
26,2014-10-04,Corinthians,Sport,Corinthians,3,0
26,2014-10-04,Cruzeiro,Internacional,Cruzeiro,2,1
26,2014-10-04,Goias,Figueirense,Goias,1,0
27,2014-10-08,Sao Paulo,Athletico-PR,Sao Paulo,1,0
27,2014-10-08,Botafogo-RJ,Palmeiras,Palmeiras,0,1
27,2014-10-08,Coritiba,Criciuma,Coritiba,1,0
27,2014-10-08,Vitoria,Goias,-,2,2
27,2014-10-08,Gremio,Sport,Gremio,2,0
27,2014-10-08,Cruzeiro,Corinthians,Corinthians,0,1
27,2014-10-08,Figueirense,Flamengo,Flamengo,1,2
27,2014-10-09,Fluminense,Atletico-MG,-,0,0
27,2014-10-09,Santos,Bahia,Santos,1,0
27,2014-10-09,Chapecoense,Internacional,Chapecoense,5,0
9,2014-10-11,Botafogo-RJ,Corinthians,Botafogo-RJ,1,0
28,2014-10-11,Goias,Coritiba,Goias,3,0
28,2014-10-11,Palmeiras,Gremio,Palmeiras,2,1
28,2014-10-12,Flamengo,Cruzeiro,Flamengo,3,0
28,2014-10-12,Bahia,Chapecoense,Chapecoense,0,1
28,2014-10-12,Internacional,Fluminense,Internacional,2,1
28,2014-10-12,Atletico-MG,Sao Paulo,Atletico-MG,1,0
28,2014-10-12,Athletico-PR,Figueirense,Athletico-PR,3,0
28,2014-10-12,Criciuma,Santos,Criciuma,3,0
28,2014-10-12,Sport,Vitoria,Vitoria,1,2
29,2014-10-18,Goias,Gremio,-,0,0
29,2014-10-18,Sao Paulo,Bahia,Sao Paulo,2,1
29,2014-10-18,Fluminense,Criciuma,Fluminense,4,2
29,2014-10-18,Atletico-MG,Chapecoense,Atletico-MG,1,0
29,2014-10-19,Athletico-PR,Flamengo,Athletico-PR,2,1
29,2014-10-19,Figueirense,Coritiba,Figueirense,4,0
29,2014-10-19,Internacional,Corinthians,Corinthians,1,2
29,2014-10-19,Palmeiras,Santos,Santos,1,3
29,2014-10-19,Botafogo-RJ,Sport,-,1,1
29,2014-10-19,Vitoria,Cruzeiro,Cruzeiro,0,1
30,2014-10-21,Bahia,Atletico-MG,-,1,1
30,2014-10-22,Cruzeiro,Palmeiras,-,1,1
30,2014-10-22,Corinthians,Vitoria,Corinthians,2,1
30,2014-10-22,Flamengo,Internacional,Flamengo,2,0
30,2014-10-22,Criciuma,Athletico-PR,Athletico-PR,0,1
30,2014-10-22,Gremio,Figueirense,Gremio,1,0
30,2014-10-22,Coritiba,Botafogo-RJ,Coritiba,2,0
30,2014-10-22,Santos,Fluminense,Fluminense,0,1
30,2014-10-22,Chapecoense,Sao Paulo,-,0,0
30,2014-10-22,Sport,Goias,Goias,0,1
31,2014-10-25,Figueirense,Cruzeiro,-,1,1
31,2014-10-25,Fluminense,Athletico-PR,Fluminense,2,1
31,2014-10-25,Palmeiras,Corinthians,-,1,1
31,2014-10-25,Vitoria,Criciuma,Vitoria,3,1
31,2014-10-25,Atletico-MG,Sport,Atletico-MG,3,2
31,2014-10-25,Chapecoense,Santos,-,1,1
31,2014-10-25,Coritiba,Gremio,-,1,1
31,2014-10-25,Internacional,Bahia,Internacional,2,0
31,2014-10-25,Botafogo-RJ,Flamengo,Botafogo-RJ,2,1
31,2014-10-27,Sao Paulo,Goias,Sao Paulo,3,0
32,2014-11-01,Gremio,Vitoria,Gremio,1,0
32,2014-11-01,Goias,Fluminense,Fluminense,0,2
32,2014-11-01,Corinthians,Coritiba,-,2,2
32,2014-11-02,Santos,Internacional,Internacional,1,2
32,2014-11-02,Sport,Figueirense,Sport,1,0
32,2014-11-02,Cruzeiro,Botafogo-RJ,Cruzeiro,2,1
32,2014-11-02,Criciuma,Sao Paulo,Sao Paulo,1,2
32,2014-11-02,Flamengo,Chapecoense,Flamengo,3,0
32,2014-11-02,Athletico-PR,Atletico-MG,Athletico-PR,1,0
32,2014-11-02,Bahia,Palmeiras,Palmeiras,0,1
33,2014-11-08,Coritiba,Fluminense,Coritiba,1,0
33,2014-11-08,Palmeiras,Atletico-MG,Atletico-MG,0,2
33,2014-11-08,Botafogo-RJ,Athletico-PR,Athletico-PR,0,2
33,2014-11-09,Sport,Flamengo,-,2,2
33,2014-11-09,Vitoria,Sao Paulo,Sao Paulo,1,2
33,2014-11-09,Figueirense,Chapecoense,Figueirense,1,0
33,2014-11-09,Gremio,Internacional,Gremio,4,1
33,2014-11-09,Cruzeiro,Criciuma,Cruzeiro,3,1
33,2014-11-09,Goias,Bahia,Goias,3,0
33,2014-11-09,Corinthians,Santos,Corinthians,1,0
35,2014-11-12,Sao Paulo,Internacional,-,1,1
34,2014-11-15,Criciuma,Gremio,Gremio,0,3
34,2014-11-15,Fluminense,Botafogo-RJ,Fluminense,1,0
34,2014-11-16,Athletico-PR,Sport,Sport,0,1
34,2014-11-16,Flamengo,Coritiba,Flamengo,3,2
34,2014-11-16,Internacional,Goias,Internacional,1,0
34,2014-11-16,Santos,Cruzeiro,Cruzeiro,0,1
34,2014-11-16,Bahia,Corinthians,Corinthians,1,2
34,2014-11-16,Atletico-MG,Figueirense,-,1,1
34,2014-11-16,Chapecoense,Vitoria,Vitoria,0,1
34,2014-11-16,Sao Paulo,Palmeiras,Sao Paulo,2,0
35,2014-11-19,Athletico-PR,Santos,-,1,1
35,2014-11-19,Botafogo-RJ,Figueirense,Figueirense,0,1
35,2014-11-19,Goias,Corinthians,Corinthians,0,1
35,2014-11-19,Vitoria,Coritiba,-,1,1
35,2014-11-19,Criciuma,Bahia,Bahia,0,1
35,2014-11-19,Atletico-MG,Flamengo,Atletico-MG,4,0
35,2014-11-19,Palmeiras,Sport,Sport,0,2
35,2014-11-20,Fluminense,Chapecoense,Chapecoense,1,4
35,2014-11-20,Gremio,Cruzeiro,Cruzeiro,1,2
36,2014-11-22,Internacional,Atletico-MG,Internacional,2,1
36,2014-11-22,Bahia,Athletico-PR,Athletico-PR,1,2
36,2014-11-23,Flamengo,Criciuma,-,1,1
36,2014-11-23,Santos,Sao Paulo,Sao Paulo,0,1
36,2014-11-23,Sport,Fluminense,-,2,2
36,2014-11-23,Cruzeiro,Goias,Cruzeiro,2,1
36,2014-11-23,Figueirense,Vitoria,Figueirense,2,0
36,2014-11-23,Chapecoense,Botafogo-RJ,Chapecoense,2,0
36,2014-11-23,Corinthians,Gremio,Corinthians,1,0
36,2014-11-23,Coritiba,Palmeiras,Coritiba,2,0
37,2014-11-29,Criciuma,Sport,-,2,2
37,2014-11-29,Internacional,Palmeiras,Internacional,3,1
37,2014-11-29,Flamengo,Vitoria,Flamengo,4,0
37,2014-11-30,Fluminense,Corinthians,Fluminense,5,2
37,2014-11-30,Chapecoense,Cruzeiro,-,1,1
37,2014-11-30,Santos,Botafogo-RJ,Santos,2,0
37,2014-11-30,Sao Paulo,Figueirense,-,1,1
37,2014-11-30,Athletico-PR,Goias,Athletico-PR,1,0
37,2014-11-30,Atletico-MG,Coritiba,Coritiba,1,2
37,2014-11-30,Bahia,Gremio,Bahia,1,0
38,2014-12-06,Corinthians,Criciuma,Corinthians,2,1
38,2014-12-06,Figueirense,Internacional,Internacional,1,2
38,2014-12-07,Botafogo-RJ,Atletico-MG,-,0,0
38,2014-12-07,Gremio,Flamengo,-,1,1
38,2014-12-07,Goias,Chapecoense,Goias,4,2
38,2014-12-07,Vitoria,Santos,Santos,0,1
38,2014-12-07,Sport,Sao Paulo,Sport,1,0
38,2014-12-07,Coritiba,Bahia,Coritiba,3,2
38,2014-12-07,Palmeiras,Athletico-PR,-,1,1
38,2014-12-07,Cruzeiro,Fluminense,Cruzeiro,2,1
1,2015-05-09,Chapecoense,Coritiba,Chapecoense,2,1
1,2015-05-09,Palmeiras,Atletico-MG,-,2,2
1,2015-05-09,Fluminense,Joinville,Fluminense,1,0
1,2015-05-10,Gremio,Ponte Preta,-,3,3
1,2015-05-10,Cruzeiro,Corinthians,Corinthians,0,1
1,2015-05-10,Sport,Figueirense,Sport,4,1
1,2015-05-10,Athletico-PR,Internacional,Athletico-PR,3,0
1,2015-05-10,Sao Paulo,Flamengo,Sao Paulo,2,1
1,2015-05-10,Vasco,Goias,-,0,0
1,2015-05-10,Avai,Santos,-,1,1
2,2015-05-16,Goias,Athletico-PR,Goias,2,0
2,2015-05-16,Coritiba,Gremio,Coritiba,2,0
2,2015-05-16,Corinthians,Chapecoense,Corinthians,1,0
2,2015-05-17,Figueirense,Vasco,-,0,0
2,2015-05-17,Atletico-MG,Fluminense,Atletico-MG,4,1
2,2015-05-17,Flamengo,Sport,-,2,2
2,2015-05-17,Santos,Cruzeiro,Santos,1,0
2,2015-05-17,Internacional,Avai,Internacional,1,0
2,2015-05-17,Joinville,Palmeiras,-,0,0
2,2015-05-17,Ponte Preta,Sao Paulo,Ponte Preta,1,0
3,2015-05-23,Vasco,Internacional,-,1,1
3,2015-05-23,Sao Paulo,Joinville,Sao Paulo,3,0
3,2015-05-23,Gremio,Figueirense,Gremio,1,0
3,2015-05-24,Palmeiras,Goias,Goias,0,1
3,2015-05-24,Chapecoense,Santos,Chapecoense,1,0
3,2015-05-24,Athletico-PR,Atletico-MG,Athletico-PR,1,0
3,2015-05-24,Fluminense,Corinthians,-,0,0
3,2015-05-24,Avai,Flamengo,Avai,2,1
3,2015-05-24,Cruzeiro,Ponte Preta,-,1,1
3,2015-05-24,Sport,Coritiba,Sport,1,0
4,2015-05-30,Ponte Preta,Chapecoense,Ponte Preta,3,1
4,2015-05-30,Coritiba,Avai,Avai,1,2
4,2015-05-30,Joinville,Athletico-PR,Athletico-PR,1,2
4,2015-05-31,Santos,Sport,-,2,2
4,2015-05-31,Atletico-MG,Vasco,Atletico-MG,3,0
4,2015-05-31,Goias,Gremio,-,1,1
4,2015-05-31,Internacional,Sao Paulo,-,0,0
4,2015-05-31,Corinthians,Palmeiras,Palmeiras,0,2
4,2015-05-31,Flamengo,Fluminense,Fluminense,2,3
4,2015-05-31,Figueirense,Cruzeiro,Figueirense,2,1
5,2015-06-03,Athletico-PR,Figueirense,Athletico-PR,1,0
5,2015-06-03,Vasco,Ponte Preta,Ponte Preta,0,3
5,2015-06-03,Chapecoense,Joinville,Chapecoense,2,0
5,2015-06-03,Sao Paulo,Santos,Sao Paulo,3,2
5,2015-06-03,Gremio,Corinthians,Gremio,3,1
5,2015-06-03,Avai,Atletico-MG,Atletico-MG,1,4
5,2015-06-03,Cruzeiro,Flamengo,Cruzeiro,1,0
5,2015-06-04,Fluminense,Coritiba,Fluminense,2,0
5,2015-06-04,Sport,Goias,Sport,1,0
5,2015-06-04,Palmeiras,Internacional,-,1,1
6,2015-06-06,Flamengo,Chapecoense,Flamengo,1,0
6,2015-06-06,Atletico-MG,Cruzeiro,Cruzeiro,1,3
6,2015-06-06,Santos,Ponte Preta,-,2,2
6,2015-06-06,Joinville,Corinthians,Corinthians,0,1
6,2015-06-06,Athletico-PR,Vasco,Athletico-PR,2,0
6,2015-06-06,Sao Paulo,Gremio,Sao Paulo,2,0
6,2015-06-07,Internacional,Coritiba,Internacional,2,0
6,2015-06-07,Goias,Avai,Avai,0,1
6,2015-06-07,Fluminense,Sport,-,0,0
6,2015-06-07,Figueirense,Palmeiras,Figueirense,2,1
7,2015-06-10,Atletico-MG,Santos,-,2,2
7,2015-06-13,Corinthians,Internacional,Corinthians,2,1
7,2015-06-13,Chapecoense,Sao Paulo,Sao Paulo,0,1
7,2015-06-13,Coritiba,Flamengo,Flamengo,0,1
7,2015-06-13,Sport,Joinville,Sport,2,1
7,2015-06-13,Vasco,Cruzeiro,Cruzeiro,1,3
7,2015-06-14,Ponte Preta,Goias,-,0,0
7,2015-06-14,Palmeiras,Fluminense,Palmeiras,2,1
7,2015-06-14,Avai,Figueirense,-,1,1
7,2015-06-14,Gremio,Athletico-PR,Gremio,2,1
8,2015-06-18,Figueirense,Internacional,-,0,0
8,2015-06-20,Sport,Vasco,Sport,2,1
8,2015-06-20,Flamengo,Atletico-MG,Atletico-MG,0,2
8,2015-06-20,Santos,Corinthians,Santos,1,0
8,2015-06-20,Gremio,Palmeiras,Gremio,1,0
8,2015-06-21,Cruzeiro,Chapecoense,Chapecoense,0,1
8,2015-06-21,Joinville,Goias,Joinville,2,1
8,2015-06-21,Sao Paulo,Avai,-,1,1
8,2015-06-21,Athletico-PR,Coritiba,-,2,2
8,2015-06-24,Fluminense,Ponte Preta,Fluminense,2,0
9,2015-06-27,Avai,Gremio,Gremio,1,2
9,2015-06-27,Chapecoense,Sport,-,1,1
9,2015-06-27,Corinthians,Figueirense,Corinthians,2,1
9,2015-06-28,Atletico-MG,Joinville,Atletico-MG,1,0
9,2015-06-28,Palmeiras,Sao Paulo,Palmeiras,4,0
9,2015-06-28,Goias,Fluminense,Fluminense,1,2
9,2015-06-28,Ponte Preta,Athletico-PR,Ponte Preta,2,1
9,2015-06-28,Coritiba,Cruzeiro,Coritiba,1,0
9,2015-06-28,Vasco,Flamengo,Vasco,1,0
9,2015-06-28,Internacional,Santos,Internacional,1,0
10,2015-07-01,Sport,Internacional,Sport,3,0
10,2015-07-01,Vasco,Avai,Vasco,1,0
10,2015-07-01,Palmeiras,Chapecoense,Palmeiras,2,0
10,2015-07-01,Atletico-MG,Coritiba,Atletico-MG,2,0
10,2015-07-01,Gremio,Cruzeiro,Gremio,1,0
10,2015-07-01,Joinville,Flamengo,Flamengo,0,1
10,2015-07-01,Athletico-PR,Sao Paulo,Athletico-PR,2,1
10,2015-07-02,Figueirense,Goias,Figueirense,3,1
10,2015-07-02,Corinthians,Ponte Preta,Corinthians,2,0
10,2015-07-02,Fluminense,Santos,Fluminense,2,1
11,2015-07-04,Coritiba,Joinville,-,0,0
11,2015-07-04,Cruzeiro,Athletico-PR,Cruzeiro,2,0
11,2015-07-04,Chapecoense,Vasco,Chapecoense,1,0
11,2015-07-05,Avai,Sport,-,2,2
11,2015-07-05,Goias,Corinthians,-,0,0
11,2015-07-05,Santos,Gremio,Gremio,1,3
11,2015-07-05,Sao Paulo,Fluminense,-,0,0
11,2015-07-05,Ponte Preta,Palmeiras,Palmeiras,0,2
11,2015-07-05,Flamengo,Figueirense,Figueirense,1,2
11,2015-07-05,Internacional,Atletico-MG,Atletico-MG,1,3
12,2015-07-08,Goias,Santos,Goias,4,1
12,2015-07-08,Chapecoense,Gremio,Chapecoense,1,0
12,2015-07-08,Coritiba,Ponte Preta,-,0,0
12,2015-07-08,Palmeiras,Avai,Palmeiras,3,0
12,2015-07-08,Figueirense,Joinville,Joinville,0,2
12,2015-07-08,Atletico-MG,Sport,Atletico-MG,2,1
12,2015-07-08,Internacional,Flamengo,Flamengo,1,2
12,2015-07-08,Vasco,Sao Paulo,Sao Paulo,0,4
12,2015-07-09,Corinthians,Athletico-PR,Corinthians,2,0
12,2015-07-09,Fluminense,Cruzeiro,Fluminense,1,0
13,2015-07-11,Santos,Figueirense,Santos,3,0
13,2015-07-11,Gremio,Vasco,Gremio,2,0
13,2015-07-11,Ponte Preta,Atletico-MG,Atletico-MG,0,2
13,2015-07-12,Sao Paulo,Coritiba,Sao Paulo,3,1
13,2015-07-12,Flamengo,Corinthians,Corinthians,0,3
13,2015-07-12,Joinville,Internacional,Internacional,0,2
13,2015-07-12,Athletico-PR,Fluminense,Fluminense,1,2
13,2015-07-12,Cruzeiro,Goias,Cruzeiro,1,0
13,2015-07-12,Sport,Palmeiras,-,2,2
13,2015-07-12,Avai,Chapecoense,Avai,2,1
14,2015-07-18,Internacional,Goias,Internacional,2,1
14,2015-07-18,Flamengo,Gremio,Flamengo,1,0
14,2015-07-18,Corinthians,Atletico-MG,Corinthians,1,0
14,2015-07-19,Athletico-PR,Chapecoense,Athletico-PR,1,0
14,2015-07-19,Figueirense,Coritiba,-,0,0
14,2015-07-19,Fluminense,Vasco,Vasco,1,2
14,2015-07-19,Palmeiras,Santos,Palmeiras,1,0
14,2015-07-19,Sport,Sao Paulo,Sport,2,0
14,2015-07-19,Cruzeiro,Avai,-,1,1
14,2015-07-19,Joinville,Ponte Preta,-,1,1
15,2015-07-25,Avai,Athletico-PR,Athletico-PR,1,2
15,2015-07-25,Gremio,Sport,-,1,1
15,2015-07-25,Atletico-MG,Figueirense,Atletico-MG,1,0
15,2015-07-26,Santos,Joinville,Santos,2,0
15,2015-07-26,Chapecoense,Fluminense,Chapecoense,2,1
15,2015-07-26,Ponte Preta,Internacional,-,0,0
15,2015-07-26,Goias,Flamengo,Flamengo,0,1
15,2015-07-26,Coritiba,Corinthians,-,1,1
15,2015-07-26,Sao Paulo,Cruzeiro,Sao Paulo,1,0
15,2015-07-26,Vasco,Palmeiras,Palmeiras,1,4
16,2015-07-29,Corinthians,Vasco,Corinthians,3,0
16,2015-07-29,Atletico-MG,Sao Paulo,Atletico-MG,3,1
16,2015-08-01,Fluminense,Gremio,Fluminense,1,0
16,2015-08-02,Palmeiras,Athletico-PR,Athletico-PR,0,1
16,2015-08-02,Coritiba,Goias,-,1,1
16,2015-08-02,Joinville,Avai,Joinville,2,0
16,2015-08-02,Internacional,Chapecoense,-,0,0
16,2015-08-02,Figueirense,Ponte Preta,Figueirense,3,1
16,2015-08-02,Flamengo,Santos,-,2,2
16,2015-08-02,Sport,Cruzeiro,-,0,0
17,2015-08-08,Avai,Fluminense,Avai,1,0
17,2015-08-08,Santos,Coritiba,Santos,3,0
17,2015-08-09,Athletico-PR,Sport,-,1,1
17,2015-08-09,Vasco,Joinville,-,0,0
17,2015-08-09,Ponte Preta,Flamengo,Ponte Preta,1,0
17,2015-08-09,Cruzeiro,Palmeiras,Cruzeiro,2,1
17,2015-08-09,Goias,Atletico-MG,-,0,0
17,2015-08-09,Sao Paulo,Corinthians,-,1,1
17,2015-08-09,Gremio,Internacional,Gremio,5,0
17,2015-08-09,Chapecoense,Figueirense,-,2,2
18,2015-08-12,Flamengo,Athletico-PR,Flamengo,3,2
18,2015-08-12,Coritiba,Palmeiras,Coritiba,2,1
18,2015-08-12,Santos,Vasco,Santos,1,0
18,2015-08-12,Goias,Chapecoense,-,0,0
18,2015-08-12,Figueirense,Sao Paulo,Sao Paulo,0,2
18,2015-08-12,Internacional,Fluminense,Internacional,1,0
18,2015-08-12,Corinthians,Sport,Corinthians,4,3
18,2015-08-13,Ponte Preta,Avai,Ponte Preta,2,0
18,2015-08-13,Atletico-MG,Gremio,Gremio,0,2
18,2015-08-13,Joinville,Cruzeiro,Joinville,3,0
19,2015-08-15,Vasco,Coritiba,Coritiba,0,1
19,2015-08-15,Athletico-PR,Santos,-,0,0
19,2015-08-15,Sao Paulo,Goias,Goias,0,3
19,2015-08-16,Palmeiras,Flamengo,Palmeiras,4,2
19,2015-08-16,Fluminense,Figueirense,Fluminense,2,1
19,2015-08-16,Cruzeiro,Internacional,-,0,0
19,2015-08-16,Sport,Ponte Preta,-,1,1
19,2015-08-16,Avai,Corinthians,Corinthians,1,2
19,2015-08-16,Gremio,Joinville,Gremio,2,1
19,2015-08-16,Chapecoense,Atletico-MG,Chapecoense,2,1
20,2015-08-22,Goias,Vasco,Goias,3,0
20,2015-08-22,Santos,Avai,Santos,5,2
20,2015-08-22,Figueirense,Sport,Figueirense,2,1
20,2015-08-23,Coritiba,Chapecoense,Coritiba,1,0
20,2015-08-23,Ponte Preta,Gremio,-,0,0
20,2015-08-23,Joinville,Fluminense,Joinville,2,1
20,2015-08-23,Internacional,Athletico-PR,Internacional,2,0
20,2015-08-23,Corinthians,Cruzeiro,Corinthians,3,0
20,2015-08-23,Flamengo,Sao Paulo,Flamengo,2,1
20,2015-08-23,Atletico-MG,Palmeiras,Atletico-MG,2,1
21,2015-08-29,Vasco,Figueirense,Figueirense,0,1
21,2015-08-29,Sao Paulo,Ponte Preta,Sao Paulo,3,0
21,2015-08-30,Gremio,Coritiba,-,0,0
21,2015-08-30,Avai,Internacional,Avai,3,0
21,2015-08-30,Palmeiras,Joinville,Palmeiras,3,2
21,2015-08-30,Fluminense,Atletico-MG,Atletico-MG,1,2
21,2015-08-30,Sport,Flamengo,Flamengo,0,1
21,2015-08-30,Chapecoense,Corinthians,Corinthians,1,3
21,2015-08-30,Cruzeiro,Santos,Santos,0,1
21,2015-08-30,Athletico-PR,Goias,Athletico-PR,3,0
22,2015-09-02,Ponte Preta,Cruzeiro,Cruzeiro,1,2
22,2015-09-02,Internacional,Vasco,Internacional,6,0
22,2015-09-02,Joinville,Sao Paulo,-,0,0
22,2015-09-02,Atletico-MG,Athletico-PR,Athletico-PR,0,1
22,2015-09-02,Flamengo,Avai,Flamengo,3,0
22,2015-09-02,Goias,Palmeiras,Goias,1,0
22,2015-09-02,Corinthians,Fluminense,Corinthians,2,0
22,2015-09-02,Coritiba,Sport,-,0,0
22,2015-09-03,Santos,Chapecoense,Santos,3,1
22,2015-09-03,Figueirense,Gremio,Gremio,0,2
23,2015-09-05,Sao Paulo,Internacional,Sao Paulo,2,0
23,2015-09-05,Vasco,Atletico-MG,Atletico-MG,1,2
23,2015-09-05,Athletico-PR,Joinville,-,0,0
23,2015-09-06,Cruzeiro,Figueirense,Cruzeiro,5,1
23,2015-09-06,Chapecoense,Ponte Preta,-,0,0
23,2015-09-06,Gremio,Goias,Gremio,2,1
23,2015-09-06,Palmeiras,Corinthians,-,3,3
23,2015-09-06,Fluminense,Flamengo,Flamengo,1,3
23,2015-09-06,Avai,Coritiba,Coritiba,0,2
23,2015-09-06,Sport,Santos,-,1,1
24,2015-09-09,Ponte Preta,Vasco,Vasco,0,1
24,2015-09-09,Atletico-MG,Avai,Atletico-MG,2,0
24,2015-09-09,Internacional,Palmeiras,Internacional,1,0
24,2015-09-09,Figueirense,Athletico-PR,-,1,1
24,2015-09-09,Santos,Sao Paulo,Santos,3,0
24,2015-09-09,Corinthians,Gremio,-,1,1
24,2015-09-09,Coritiba,Fluminense,-,1,1
24,2015-09-10,Goias,Sport,Goias,1,0
24,2015-09-10,Joinville,Chapecoense,-,0,0
24,2015-09-10,Flamengo,Cruzeiro,Flamengo,2,0
25,2015-09-12,Coritiba,Internacional,Internacional,0,1
25,2015-09-12,Palmeiras,Figueirense,Palmeiras,2,0
25,2015-09-13,Corinthians,Joinville,Corinthians,3,0
25,2015-09-13,Ponte Preta,Santos,Ponte Preta,3,1
25,2015-09-13,Cruzeiro,Atletico-MG,-,1,1
25,2015-09-13,Gremio,Sao Paulo,Sao Paulo,1,2
25,2015-09-13,Chapecoense,Flamengo,Flamengo,1,3
25,2015-09-13,Vasco,Athletico-PR,Vasco,2,0
25,2015-09-13,Sport,Fluminense,Sport,1,0
25,2015-09-13,Avai,Goias,Avai,2,1
26,2015-09-16,Goias,Ponte Preta,Ponte Preta,1,2
26,2015-09-16,Joinville,Sport,-,1,1
26,2015-09-16,Fluminense,Palmeiras,Palmeiras,1,4
26,2015-09-16,Athletico-PR,Gremio,Gremio,1,2
26,2015-09-16,Figueirense,Avai,Avai,0,1
26,2015-09-16,Santos,Atletico-MG,Santos,4,0
26,2015-09-16,Internacional,Corinthians,Internacional,2,1
26,2015-09-16,Cruzeiro,Vasco,-,2,2
26,2015-09-17,Sao Paulo,Chapecoense,-,0,0
26,2015-09-17,Flamengo,Coritiba,Coritiba,0,2
27,2015-09-19,Internacional,Figueirense,-,1,1
27,2015-09-19,Palmeiras,Gremio,Palmeiras,3,2
27,2015-09-19,Ponte Preta,Fluminense,Ponte Preta,3,1
27,2015-09-20,Goias,Joinville,Goias,3,0
27,2015-09-20,Corinthians,Santos,Corinthians,2,0
27,2015-09-20,Atletico-MG,Flamengo,Atletico-MG,4,1
27,2015-09-20,Vasco,Sport,Vasco,2,1
27,2015-09-20,Avai,Sao Paulo,Avai,2,1
27,2015-09-20,Coritiba,Athletico-PR,Coritiba,2,0
27,2015-09-20,Chapecoense,Cruzeiro,Cruzeiro,0,2
28,2015-09-26,Fluminense,Goias,Fluminense,2,0
28,2015-09-26,Gremio,Avai,Gremio,3,1
28,2015-09-27,Athletico-PR,Ponte Preta,Ponte Preta,1,2
28,2015-09-27,Santos,Internacional,Santos,3,1
28,2015-09-27,Flamengo,Vasco,Vasco,1,2
28,2015-09-27,Joinville,Atletico-MG,-,2,2
28,2015-09-27,Figueirense,Corinthians,Corinthians,1,3
28,2015-09-27,Sao Paulo,Palmeiras,-,1,1
28,2015-09-27,Sport,Chapecoense,Sport,3,0
28,2015-09-27,Cruzeiro,Coritiba,Cruzeiro,2,0
29,2015-10-03,Internacional,Sport,Internacional,2,1
29,2015-10-03,Coritiba,Atletico-MG,Atletico-MG,0,3
